,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
2002,0.597,0.853,0,-7.039,0,0.0279,0.00373,0.285,0.345,0.557,129.985,3
2003,0.48,0.631,7,-5.488,1,0.116,0.0791,0.000105,0.149,0.515,84.164,4
2004,0.559,0.767,0,-6.691,1,0.0355,0.000315,2.73e-05,0.63,0.276,127.973,6
2005,0.555,0.7,2,-4.372,1,0.0332,0.0898,0.000266,0.0679,0.387,91.83,4
2006,0.714,0.578,9,-10.814,1,0.0276,0.191,0.688,0.121,0.852,99.019,2
2007,0.458,0.751,2,-8.395,1,0.469,0.0299,0.000155,0.258,0.48,169.673,1
2008,0.533,0.666,8,-8.957,0,0.0448,0.3,0.00862,0.115,0.343,108.928,3
2009,0.339,0.932,4,-5.017,1,0.057,0.00105,0.114,0.255,0.586,128.291,4
2010,0.617,0.533,3,-11.516,0,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,3
2011,0.523,0.888,6,-8.715,0,0.0359,0.00112,0.0692,0.46,0.534,144.021,6
2012,0.367,0.665,1,-2.821,1,0.0465,0.145,0.0,0.113,0.31,148.913,4
2013,0.604,0.995,10,-3.641,0,0.164,0.00306,0.626,0.109,0.262,136.216,2
2014,0.565,0.826,3,-4.808,0,0.0773,0.00503,0.00011,0.0757,0.377,174.058,3
2015,0.665,0.542,11,-8.323,0,0.033,0.123,0.00291,0.342,0.587,97.975,3
2016,0.441,0.465,3,-8.389,1,0.0291,0.343,0.884,0.0982,0.173,123.933,2
2017,0.695,0.658,2,-9.174,1,0.0851,0.287,0.000184,0.0467,0.532,82.846,4
2018,0.683,0.776,1,-3.251,0,0.341,0.15,0.0,0.227,0.223,173.996,1
2019,0.676,0.953,2,-3.457,1,0.0926,0.0014,8.13e-05,0.163,0.386,111.087,4
2020,0.674,0.715,8,-4.337,1,0.0493,0.0281,0.0,0.0894,0.381,113.942,4
2021,0.731,0.822,6,-4.419,0,0.22,0.361,0.0,0.216,0.747,154.07,1
2022,0.676,0.703,8,-5.815,0,0.0302,0.0869,0.000687,0.0463,0.852,92.761,3
2023,0.748,0.923,6,-4.095,0,0.291,0.00272,0.0,0.327,0.535,96.535,1
2024,0.401,0.794,1,-8.015,0,0.0433,5.4e-05,0.00164,0.527,0.304,165.778,6
2025,0.412,0.952,1,-2.493,1,0.208,1.09e-05,0.00608,0.226,0.456,157.011,1
2026,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,6
2027,0.682,0.894,0,-1.73,0,0.0727,0.0381,0.0,0.416,0.845,95.992,3
2028,0.913,0.694,6,-10.415,0,0.312,0.0127,0.00514,0.109,0.431,103.048,1
2029,0.811,0.895,5,-4.304,0,0.0608,0.0267,0.0,0.104,0.736,121.01,3
2030,0.485,0.604,1,-4.591,1,0.345,0.141,0.0,0.0668,0.45,170.337,1
2031,0.639,0.69,7,-10.047,1,0.264,0.0265,0.000551,0.146,0.579,119.63,1
2032,0.74,0.776,2,-3.299,1,0.129,0.00593,2.85e-05,0.0712,0.717,130.074,4
2033,0.541,0.692,7,-7.056,1,0.0278,0.0409,0.000178,0.108,0.303,95.446,4
2034,0.853,0.726,3,-7.414,0,0.0728,0.362,0.000329,0.11,0.821,136.073,3
2035,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,4
2036,0.639,0.281,8,-12.609,1,0.0521,0.0293,0.026,0.0851,0.219,119.945,5
2037,0.406,0.982,2,-9.205,0,0.101,0.0122,0.00799,0.97,0.281,181.351,6
2038,0.387,0.919,4,-6.585,0,0.0454,4.99e-05,0.578,0.293,0.483,149.993,6
2039,0.554,0.842,5,-4.113,1,0.0397,0.287,0.0,0.106,0.348,114.036,4
2040,0.399,0.904,9,-7.491,1,0.0877,0.00323,0.172,0.162,0.518,103.016,4
2041,0.419,0.362,2,-15.32,1,0.0337,0.453,0.335,0.0687,0.114,100.264,5
2042,0.403,0.709,9,-9.366,1,0.0885,0.0746,0.494,0.132,0.654,97.161,2
2043,0.497,0.729,6,-7.34,0,0.0652,0.00447,0.000865,0.175,0.276,150.092,3
2044,0.674,0.649,2,-9.321,0,0.0356,0.0456,0.000766,0.0644,0.645,134.212,3
2045,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,3
2046,0.612,0.814,6,-4.455,1,0.0353,0.00357,0.00254,0.165,0.518,87.965,4
2047,0.897,0.559,11,-8.268,1,0.379,0.155,0.000127,0.296,0.677,106.991,1
2048,0.876,0.631,8,-5.939,0,0.143,0.0208,0.0,0.062,0.509,102.992,3
2049,0.479,0.779,11,-3.698,1,0.0449,0.0639,0.0,0.204,0.307,75.961,4
2050,0.865,0.821,7,-5.164,1,0.215,0.129,0.0,0.0611,0.744,147.998,1
2051,0.746,0.596,10,-6.698,0,0.0959,0.0608,0.486,0.0702,0.215,190.008,2
2052,0.355,0.707,11,-10.634,0,0.134,0.383,1.74e-06,0.958,0.414,78.433,6
2053,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,4
2054,0.715,0.633,2,-6.869,1,0.0804,0.553,4.45e-06,0.0905,0.319,105.945,5
2055,0.555,0.943,2,-2.492,1,0.0891,0.00187,3.92e-05,0.151,0.882,165.027,4
2056,0.553,0.759,2,-3.385,1,0.0541,0.213,0.0,0.726,0.246,94.046,6
2057,0.438,0.946,3,-3.499,0,0.463,0.438,0.0,0.65,0.435,174.01,1
2058,0.412,0.599,1,-6.076,1,0.0275,0.08,0.332,0.107,0.199,77.991,4
2059,0.366,0.869,11,-3.316,0,0.0387,0.0207,0.0,0.254,0.384,138.051,3
2060,0.506,0.201,3,-12.931,0,0.0294,0.926,0.000411,0.253,0.145,71.925,5
2061,0.513,0.581,4,-6.309,0,0.0289,0.011,0.00521,0.214,0.072,132.957,3
2062,0.435,0.76,8,-4.935,0,0.0721,0.0175,0.0,0.158,0.206,80.082,3
2063,0.278,0.824,10,-4.611,0,0.042,9.1e-05,0.00087,0.331,0.227,133.175,6
2064,0.389,0.721,9,-7.256,0,0.0443,0.154,0.000203,0.119,0.749,130.699,3
2065,0.514,0.763,10,-3.58,0,0.052,0.161,0.0,0.118,0.474,139.748,3
2066,0.515,0.339,6,-8.48,0,0.0288,0.265,8.27e-05,0.0799,0.116,85.838,5
2067,0.602,0.59,0,-6.346,0,0.0279,0.318,0.000166,0.104,0.381,130.08,3
2068,0.606,0.618,3,-10.817,0,0.0434,0.268,4.22e-05,0.143,0.425,144.997,3
2069,0.623,0.793,11,-6.63,0,0.0462,0.000397,0.0015,0.375,0.36,98.998,3
2070,0.434,0.327,0,-10.72,1,0.0312,0.609,1.78e-06,0.686,0.295,119.506,6
2071,0.36,0.721,7,-4.542,0,0.0448,0.071,0.0,0.382,0.216,137.783,6
2072,0.355,0.754,5,-5.692,0,0.0378,0.118,0.000936,0.175,0.201,142.203,3
2073,0.482,0.472,4,-5.802,1,0.0336,0.261,5.08e-05,0.17,0.299,138.705,5
2074,0.727,0.45,5,-9.795,1,0.0351,0.422,0.184,0.0982,0.0739,116.98,5
2075,0.293,0.105,10,-10.558,1,0.0335,0.97,0.000107,0.105,0.191,81.826,5
2076,0.444,0.573,9,-8.162,0,0.0297,0.00396,0.399,0.437,0.257,138.026,6
2077,0.662,0.515,6,-9.501,0,0.0296,0.136,0.011,0.0925,0.376,116.24,3
2078,0.192,0.564,9,-9.269,0,0.0369,0.353,0.000247,0.264,0.164,133.467,5
2079,0.635,0.827,4,-5.209,1,0.107,0.233,2.45e-05,0.237,0.41,150.059,4
2080,0.43,0.747,2,-5.38,0,0.0362,0.0198,0.0114,0.0669,0.477,143.896,3
2081,0.401,0.0329,0,-17.809,0,0.0526,0.987,0.937,0.109,0.23,93.617,0
2082,0.616,0.78,2,-6.062,1,0.0623,0.0322,0.0,0.173,0.471,110.005,4
2083,0.528,0.432,3,-9.285,1,0.0252,0.0445,0.000348,0.11,0.552,83.105,4
2084,0.129,0.000952,4,-42.371,1,0.0388,0.989,0.82,0.175,0.0348,77.298,0
2085,0.638,0.568,7,-6.872,0,0.0428,0.131,0.0,0.127,0.12,126.989,3
2086,0.647,0.596,5,-11.732,1,0.0415,0.614,0.838,0.253,0.77,108.875,2
2087,0.255,0.468,7,-6.43,0,0.0317,0.822,0.248,0.339,0.175,111.67,5
2088,0.666,0.516,10,-9.602,0,0.0426,0.226,0.878,0.11,0.603,89.47,2
2089,0.259,0.473,5,-8.275,1,0.0295,0.592,0.0,0.201,0.539,90.348,5
2090,0.433,0.0748,0,-19.351,1,0.049,0.92,0.00104,0.105,0.193,73.093,5
2091,0.473,0.434,2,-10.02,1,0.0257,0.701,0.0,0.628,0.711,94.814,6
2092,0.465,0.403,11,-8.895,0,0.0755,0.744,0.000667,0.0777,0.0687,74.95,5
2093,0.485,0.205,5,-15.526,0,0.0359,0.876,0.93,0.108,0.16,69.622,0
2094,0.547,0.335,4,-9.2,0,0.0307,0.747,0.0,0.101,0.474,115.838,5
2095,0.652,0.296,0,-11.979,0,0.0333,0.801,0.865,0.322,0.569,99.611,2
2096,0.639,0.676,11,-11.168,0,0.061,0.000576,0.434,0.26,0.231,101.956,2
2097,0.409,0.172,6,-16.44,0,0.0389,0.922,0.00112,0.111,0.352,132.151,5
2098,0.0902,0.123,8,-21.643,1,0.0426,0.856,0.963,0.128,0.102,173.824,0
2099,0.611,0.801,11,-5.894,0,0.0733,0.00119,0.513,0.23,0.408,96.875,3
2100,0.324,0.504,0,-4.547,0,0.0297,0.925,0.000913,0.395,0.419,93.467,5
2101,0.484,0.293,0,-16.544,1,0.0311,0.337,0.00627,0.146,0.562,165.008,5
2102,0.357,0.321,11,-14.848,1,0.0397,0.801,0.626,0.113,0.47,165.689,5
2103,0.629,0.429,3,-6.912,0,0.0364,0.788,0.000395,0.0702,0.567,81.675,5
2104,0.349,0.525,8,-6.829,0,0.0451,0.583,0.0,0.35,0.288,136.762,5
2105,0.356,0.27,7,-12.119,0,0.0277,0.634,6.15e-05,0.0998,0.121,141.936,5
2106,0.514,0.773,0,-3.754,1,0.0388,0.00944,0.00326,0.387,0.445,103.943,6
2107,0.23,0.694,7,-6.828,0,0.109,0.0619,0.00191,0.112,0.26,172.751,3
2108,0.537,0.383,2,-6.528,1,0.0247,0.747,0.00025,0.356,0.339,104.252,5
2109,0.814,0.384,1,-7.953,1,0.292,0.0516,0.00305,0.0968,0.537,157.992,1
2110,0.514,0.403,5,-9.377,0,0.0429,0.481,0.0,0.11,0.464,132.683,5
2111,0.192,0.138,5,-17.135,1,0.0315,0.892,0.553,0.114,0.0757,142.187,0
2112,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,4
2113,0.813,0.229,0,-16.208,1,0.0737,0.573,0.158,0.0718,0.288,116.049,5
2114,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,4
2115,0.532,0.462,10,-10.71,1,0.03,0.279,0.196,0.101,0.485,80.001,5
2116,0.453,0.581,1,-11.927,0,0.0263,0.00088,0.0238,0.102,0.0564,85.01,3
2117,0.356,0.426,9,-10.857,1,0.0265,0.0305,0.00364,0.116,0.269,165.323,5
2118,0.401,0.381,2,-7.458,1,0.0274,0.7,0.0,0.122,0.229,75.454,5
2119,0.521,0.0592,5,-20.178,1,0.0417,0.899,0.0639,0.105,0.245,132.274,5
2120,0.521,0.18,4,-16.039,1,0.0265,0.554,5.16e-05,0.107,0.209,83.943,5
2121,0.468,0.197,4,-11.727,1,0.033,0.658,0.0,0.109,0.249,144.212,5
2122,0.537,0.789,10,-5.578,0,0.0549,0.372,2.66e-05,0.138,0.527,123.763,3
2123,0.539,0.296,0,-11.74,1,0.0253,0.918,0.0056,0.127,0.545,85.622,5
2124,0.728,0.493,10,-8.871,0,0.0885,0.161,0.129,0.101,0.118,90.969,3
2125,0.495,0.435,0,-9.99,1,0.0286,0.67,0.00038,0.13,0.71,108.189,5
2126,0.62,0.297,1,-10.539,1,0.0335,0.703,0.431,0.117,0.0859,106.038,5
2127,0.331,0.282,7,-10.863,1,0.0292,0.71,0.00262,0.158,0.392,112.168,5
2128,0.407,0.618,2,-4.945,1,0.0339,0.0189,0.0022,0.296,0.0885,147.185,6
2129,0.634,0.623,9,-8.855,0,0.0258,0.000449,0.0108,0.0649,0.867,134.994,3
2130,0.441,0.726,6,-8.659,1,0.0377,0.0855,1.08e-05,0.137,0.328,139.562,4
2131,0.474,0.815,7,-8.837,1,0.0355,0.187,0.0996,0.0627,0.572,180.626,4
2132,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,4
2133,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,3
2134,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,5
2135,0.652,0.397,7,-15.245,1,0.0385,0.478,0.000946,0.0679,0.858,82.235,5
2136,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,5
2137,0.349,0.628,11,-7.25,0,0.0325,0.287,0.00498,0.274,0.354,98.0,3
2138,0.472,0.373,3,-12.98,1,0.0262,0.872,0.206,0.147,0.459,135.193,5
2139,0.29,0.399,7,-10.696,0,0.0338,0.902,0.0019,0.105,0.0965,128.37,5
2140,0.471,0.021,10,-24.385,1,0.0366,0.931,1.19e-06,0.103,0.356,107.796,0
2141,0.464,0.132,5,-12.935,1,0.0283,0.81,1.16e-05,0.0994,0.303,68.152,5
2142,0.214,0.423,8,-9.454,0,0.0323,0.53,0.876,0.119,0.136,76.145,0
2143,0.744,0.492,4,-7.415,1,0.0251,0.43,0.0,0.121,0.428,103.823,5
2144,0.33,0.185,7,-14.827,1,0.0294,0.939,0.00793,0.099,0.175,63.992,5
2145,0.635,0.573,2,-4.114,0,0.0279,0.397,0.0,0.133,0.403,125.946,3
2146,0.405,0.809,9,-10.849,0,0.0508,0.015,0.0207,0.0549,0.415,154.927,3
2147,0.571,0.532,9,-7.363,1,0.0653,0.716,3.87e-05,0.125,0.823,126.524,4
2148,0.502,0.634,2,-5.173,0,0.0337,0.0292,0.0492,0.111,0.0388,145.922,3
2149,0.417,0.281,9,-15.174,1,0.028,0.515,1.12e-05,0.0705,0.311,90.261,5
2150,0.747,0.508,10,-4.764,1,0.0314,0.126,6.75e-06,0.0842,0.595,125.072,4
2151,0.399,0.42,7,-12.737,1,0.0335,0.84,0.0313,0.168,0.767,69.208,5
2152,0.48,0.486,6,-5.754,0,0.0447,0.046,0.0,0.107,0.265,80.051,3
2153,0.435,0.423,11,-8.795,1,0.024,0.0916,0.000659,0.132,0.451,91.137,5
2154,0.563,0.77,2,-8.672,1,0.0388,0.0712,0.125,0.205,0.43,114.229,4
2155,0.37,0.14,7,-16.296,1,0.0341,0.86,0.0,0.315,0.435,86.563,5
2156,0.776,0.498,0,-8.202,1,0.0295,0.134,0.631,0.119,0.875,86.332,4
2157,0.863,0.705,8,-6.202,1,0.31,0.05,2.21e-05,0.524,0.599,145.099,1
2158,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,3
2159,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,3
2160,0.712,0.308,11,-16.003,0,0.036,0.328,0.0,0.0835,0.5,94.123,3
2161,0.39,0.123,3,-17.706,0,0.0394,0.944,0.918,0.0915,0.0579,129.947,0
2162,0.728,0.928,1,-8.279,1,0.0423,0.000721,0.0054,0.0761,0.652,130.932,4
2163,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,4
2164,0.375,0.93,2,-2.631,1,0.0561,0.00064,0.0,0.318,0.491,147.124,6
2165,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,3
2166,0.673,0.876,5,-7.679,1,0.0437,0.0964,1.12e-05,0.0574,0.834,91.758,4
2167,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,3
2168,0.539,0.937,2,-4.073,1,0.0673,0.00875,0.000453,0.12,0.553,130.525,4
2169,0.694,0.814,9,-4.919,0,0.23,0.012,0.0,0.425,0.686,124.976,1
2170,0.593,0.68,7,-5.556,1,0.335,0.00182,4.84e-05,0.31,0.483,84.547,1
2171,0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,1
2172,0.739,0.97,5,-4.885,0,0.118,0.0049,1.06e-06,0.273,0.519,131.003,3
2173,0.691,0.866,9,-5.831,0,0.0729,0.000202,0.0,0.294,0.96,154.117,3
2174,0.666,0.516,10,-9.602,0,0.0426,0.226,0.878,0.11,0.603,89.47,2
2175,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,3
2176,0.481,0.641,7,-10.8,1,0.132,0.842,0.00454,0.134,0.161,131.812,5
2177,0.58,0.802,7,-5.841,1,0.0975,0.147,5.77e-06,0.145,0.638,121.524,4
2178,0.443,0.104,0,-17.042,1,0.101,0.913,0.0,0.191,0.394,76.497,5
2179,0.466,0.116,0,-9.831,1,0.0651,0.858,0.00979,0.116,0.375,70.106,5
2180,0.645,0.779,9,-10.529,0,0.0315,0.000165,0.214,0.0941,0.453,120.007,3
2181,0.795,0.643,2,-8.152,0,0.0426,0.0163,2.49e-05,0.085,0.554,131.99,3
2182,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,3
2183,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,3
2184,0.601,0.656,8,-2.692,0,0.0403,0.11,0.0148,0.103,0.342,60.161,3
2185,0.722,0.723,1,-12.248,0,0.0934,7.18e-05,0.0163,0.142,0.532,118.593,3
2186,0.733,0.903,7,-10.134,1,0.0477,0.00364,0.164,0.0683,0.677,134.019,4
2187,0.605,0.742,4,-4.363,0,0.0327,0.00286,0.00105,0.256,0.47,105.04,3
2188,0.289,0.274,5,-16.574,1,0.0353,0.659,0.0166,0.109,0.167,119.997,5
2189,0.837,0.786,7,-11.021,1,0.0583,0.145,0.237,0.0404,0.88,134.306,4
2190,0.675,0.646,9,-12.932,0,0.462,0.0751,0.0,0.315,0.42,88.063,1
2191,0.883,0.581,2,-6.146,0,0.0338,0.00248,0.000128,0.178,0.712,111.511,3
2192,0.41,0.427,2,-9.695,1,0.0374,0.618,2.08e-06,0.067,0.557,95.193,5
2193,0.816,0.595,3,-9.693,0,0.0521,0.187,0.165,0.173,0.333,123.023,3
2194,0.625,0.472,5,-16.407,1,0.153,0.752,0.00298,0.154,0.739,163.41,5
2195,0.464,0.824,10,-7.359,1,0.0374,0.467,0.018,0.33,0.539,109.298,6
2196,0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026,4
2197,0.688,0.563,8,-8.451,1,0.0613,0.173,7.9e-05,0.106,0.27,139.911,4
2198,0.618,0.963,9,-2.607,0,0.109,0.00381,0.000557,0.17,0.556,116.008,3
2199,0.629,0.943,0,-5.29,1,0.0413,0.00902,0.573,0.154,0.843,130.022,4
2200,0.546,0.621,7,-3.555,1,0.142,0.00513,0.0,0.0443,0.89,200.022,4
2201,0.313,0.559,2,-5.126,1,0.0292,0.529,1.59e-06,0.228,0.532,171.79,4
2202,0.684,0.916,9,-4.516,0,0.0388,0.00156,0.00259,0.282,0.82,128.031,3
2203,0.583,0.729,1,-6.645,0,0.0341,0.000522,1.47e-05,0.487,0.539,152.996,6
2204,0.527,0.871,4,-8.708,1,0.0354,0.0229,0.155,0.419,0.107,120.722,6
2205,0.376,0.846,7,-4.126,1,0.0464,0.00537,8e-06,0.186,0.408,96.176,4
2206,0.496,0.917,7,-7.372,1,0.0446,0.0963,0.745,0.35,0.187,161.862,6
2207,0.585,0.671,4,-10.897,1,0.0466,0.0118,8.12e-05,0.104,0.49,146.287,4
2208,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4
2209,0.502,0.936,0,-3.686,0,0.0424,0.000191,0.739,0.54,0.466,100.024,6
2210,0.62,0.944,4,-3.082,0,0.0863,0.0014,0.0,0.733,0.592,103.024,6
2211,0.448,0.945,10,-7.978,1,0.0394,0.0219,0.246,0.0254,0.437,111.705,4
2212,0.542,0.901,2,-4.654,1,0.0794,0.00074,0.0335,0.0967,0.521,126.966,4
2213,0.6,0.649,1,-8.384,1,0.0593,7.76e-05,0.14,0.218,0.688,115.952,4
2214,0.285,0.619,11,-8.965,1,0.04,0.148,0.0243,0.22,0.131,90.019,5
2215,0.486,0.808,4,-6.078,0,0.0897,0.0209,0.00026,0.112,0.443,100.316,3
2216,0.665,0.43,3,-13.62,1,0.117,0.465,0.0488,0.0965,0.701,115.399,5
2217,0.54,0.85,2,-3.721,1,0.0881,0.00625,4.21e-05,0.376,0.573,155.953,6
2218,0.64,0.529,5,-7.18,0,0.0275,0.0053,0.0919,0.12,0.259,104.023,3
2219,0.365,0.611,0,-11.821,1,0.0978,0.0239,1.84e-05,0.119,0.675,180.236,4
2220,0.741,0.799,3,-4.56,1,0.062,0.239,0.000795,0.421,0.348,131.383,6
2221,0.296,0.502,0,-8.653,0,0.0336,0.315,0.0551,0.229,0.313,81.045,5
2222,0.518,0.639,11,-9.792,1,0.0381,0.0466,0.198,0.0741,0.352,102.885,4
2223,0.509,0.547,10,-6.548,0,0.0417,0.399,0.0,0.215,0.197,109.436,3
2224,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,6
2225,0.541,0.879,4,-7.201,1,0.146,0.123,0.000845,0.644,0.524,175.998,6
2226,0.696,0.734,7,-5.294,1,0.0298,0.0485,0.0,0.183,0.711,107.987,4
2227,0.535,0.804,2,-6.178,0,0.0345,6.81e-05,0.059,0.25,0.751,136.653,3
2228,0.455,0.493,9,-12.738,0,0.0414,0.449,0.0158,0.116,0.484,155.165,3
2229,0.713,0.833,11,-5.198,1,0.0487,0.0286,0.0,0.0868,0.55,96.012,4
2230,0.357,0.819,9,-2.311,1,0.0599,0.179,1.38e-05,0.37,0.753,136.921,6
2231,0.508,0.33,4,-14.071,1,0.0265,0.259,0.154,0.114,0.101,96.818,5
2232,0.582,0.609,9,-10.689,1,0.0463,0.000115,0.000795,0.378,0.29,110.961,6
2233,0.513,0.676,9,-6.148,0,0.0309,0.301,0.0,0.0864,0.311,116.592,3
2234,0.661,0.8,11,-5.948,1,0.0312,0.0314,0.000691,0.327,0.721,146.019,4
2235,0.635,0.641,4,-3.674,0,0.0329,0.18,0.0,0.0959,0.218,122.83,3
2236,0.312,0.168,10,-12.476,0,0.0332,0.888,6.59e-06,0.147,0.154,108.115,5
2237,0.787,0.704,9,-6.873,0,0.0385,0.535,0.00305,0.089,0.646,120.701,3
2238,0.285,0.154,5,-18.62,1,0.0384,0.854,2.61e-05,0.395,0.267,114.268,5
2239,0.198,0.221,1,-12.706,1,0.0355,0.927,0.92,0.0797,0.0851,68.932,0
2240,0.743,0.429,10,-14.576,0,0.0902,0.447,0.362,0.0455,0.597,95.406,3
2241,0.424,0.282,9,-12.909,1,0.0281,0.957,0.000194,0.109,0.363,103.165,5
2242,0.262,0.482,2,-6.863,0,0.0302,0.554,0.0161,0.244,0.0878,137.918,5
2243,0.377,0.337,0,-7.346,0,0.0341,0.808,0.0,0.238,0.545,117.316,5
2244,0.954,0.343,2,-14.472,0,0.0533,0.994,0.937,0.213,0.966,104.956,2
2245,0.226,0.382,0,-14.449,1,0.0281,0.748,0.0084,0.131,0.33,169.146,5
2246,0.466,0.859,10,-4.357,1,0.0878,0.622,0.0,0.485,0.888,83.602,6
2247,0.302,0.996,1,-2.511,1,0.741,0.961,0.735,0.746,0.239,67.987,1
2248,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,5
2249,0.723,0.504,8,-13.112,1,0.0409,0.35,0.779,0.06,0.768,140.966,2
2250,0.321,0.664,9,-5.902,0,0.0326,0.447,0.0,0.138,0.57,139.235,3
2251,0.534,0.725,6,-7.576,0,0.0332,0.188,0.0,0.0994,0.763,95.003,3
2252,0.331,0.55,9,-6.112,1,0.0311,0.309,0.1,0.0875,0.228,138.071,5
2253,0.549,0.547,7,-10.119,1,0.0328,0.0532,0.321,0.0655,0.288,81.05,4
2254,0.685,0.725,7,-4.791,1,0.177,0.13,0.000925,0.592,0.381,75.996,6
2255,0.469,0.316,10,-8.106,1,0.0265,0.504,6.04e-06,0.0919,0.199,77.967,5
2256,0.418,0.383,7,-12.789,0,0.0294,0.223,5.52e-06,0.212,0.878,167.049,3
2257,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,4
2258,0.775,0.562,10,-11.246,0,0.025,0.0655,0.153,0.0747,0.939,114.527,3
2259,0.588,0.38,7,-11.879,0,0.0251,0.269,8.36e-06,0.0741,0.502,132.885,3
2260,0.478,0.624,5,-11.16,1,0.0393,0.655,0.00197,0.114,0.579,138.708,5
2261,0.565,0.67,11,-13.777,0,0.032,0.0808,0.466,0.0518,0.253,95.027,2
2262,0.489,0.577,10,-9.765,1,0.042,0.233,0.0,0.123,0.519,78.112,4
2263,0.617,0.519,10,-11.411,0,0.0404,0.292,0.0,0.411,0.692,121.35,3
2264,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,5
2265,0.628,0.888,11,-3.74,0,0.0277,0.0519,0.000191,0.233,0.577,107.958,3
2266,0.435,0.295,7,-9.773,1,0.0264,0.774,0.0247,0.0769,0.15,141.293,5
2267,0.281,0.134,11,-26.824,0,0.0557,0.987,0.929,0.0679,0.0904,78.115,0
2268,0.316,0.273,0,-11.185,1,0.0369,0.577,0.22,0.171,0.152,132.035,5
2269,0.386,0.534,0,-8.624,1,0.0276,0.000509,0.00432,0.0923,0.116,147.851,4
2270,0.533,0.313,2,-13.007,0,0.0298,0.386,4.64e-06,0.0868,0.225,133.615,5
2271,0.136,0.164,4,-18.756,0,0.0364,0.911,0.916,0.109,0.071,58.303,0
2272,0.567,0.198,4,-18.681,1,0.0327,0.919,0.000871,0.135,0.321,92.467,5
2273,0.608,0.213,4,-16.502,1,0.0291,0.925,0.243,0.113,0.111,93.689,5
2274,0.216,0.181,2,-16.875,0,0.0427,0.969,0.372,0.113,0.07,135.194,0
2275,0.54,0.584,7,-9.579,1,0.0254,0.0108,0.00296,0.253,0.244,139.261,4
2276,0.225,0.668,4,-5.517,0,0.0377,0.00299,0.128,0.111,0.0687,83.005,3
2277,0.695,0.336,9,-12.999,1,0.0313,0.8,0.00264,0.701,0.422,79.109,6
2278,0.552,0.791,7,-8.356,1,0.0303,0.123,1.42e-05,0.162,0.698,91.2,4
2279,0.0776,0.021,9,-30.849,0,0.05,0.972,0.786,0.0608,0.0356,80.913,0
2280,0.727,0.696,5,-4.472,0,0.0706,0.251,0.0,0.0726,0.467,132.077,3
2281,0.482,0.751,4,-4.993,1,0.0467,0.137,0.0,0.162,0.521,148.048,4
2282,0.331,0.529,7,-5.654,1,0.0272,0.106,1.63e-06,0.307,0.0959,78.363,5
2283,0.525,0.216,6,-13.551,1,0.0301,0.837,0.0,0.107,0.328,106.761,5
2284,0.36,0.881,0,-6.815,0,0.048,0.0113,0.0,0.0742,0.295,84.861,3
2285,0.0595,0.016,10,-26.213,1,0.0431,0.907,0.906,0.0725,0.0258,45.432,0
2286,0.293,0.276,4,-11.357,0,0.0349,0.224,0.122,0.167,0.195,121.603,5
2287,0.569,0.579,1,-10.988,1,0.0716,0.5,2.79e-05,0.109,0.407,108.998,5
2288,0.693,0.899,0,-4.084,1,0.259,0.0197,0.0,0.0594,0.319,86.048,1
